"","List_source","date_sourced","species","newspecies","species_number","multiple_forms","study","trait_index","trait_name_original","trait_name","value_original","value"
"423","Scrape","4/04/2019","Fraxinus berlandieriana","Fraxinus berlandieriana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"424","Scrape","4/04/2019","Purshia mexicana","Purshia mexicana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"425","Scrape","4/04/2019","Bassia scoparia","Bassia scoparia","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"426","Scrape","4/04/2019","Chenopodium ambrosioides","Chenopodium ambrosioides","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"427","Scrape","4/04/2019","Artemisia michauxiana","Artemisia michauxiana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"428","Scrape","4/04/2019","Carya alba","Carya alba","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"429","Scrape","4/04/2019","Quercus mohriana","Quercus mohriana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"430","Scrape","4/04/2019","Pithecellobium dulce","Pithecellobium dulce","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"431","Scrape","4/04/2019","Cupressus macrocarpa","Cupressus macrocarpa","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"432","Scrape","4/04/2019","Acer spicatum","Acer spicatum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"433","Scrape","4/04/2019","Urtica gracilenta","Urtica gracilenta","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"434","Scrape","4/04/2019","Oxyria digyna","Oxyria digyna","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"435","Scrape","4/04/2019","Baccharis salicifolia","Baccharis salicifolia","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"436","Scrape","4/04/2019","Quercus myrtifolia","Quercus myrtifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"437","Scrape","4/04/2019","Typha angustifolia","Typha angustifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"438","Scrape","4/04/2019","Populus angustifolia","Populus angustifolia","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"439","Scrape","4/04/2019","Chamerion angustifolium","Chamerion angustifolium","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"440","Scrape","4/04/2019","Chenopodium leptophyllum","Chenopodium leptophyllum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"441","Scrape","4/04/2019","Iva angustifolia","Iva angustifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"442","Scrape","4/04/2019","Salix exigua","Salix exigua","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"443","Scrape","4/04/2019","Rhapidophyllum hystrix","Rhapidophyllum hystrix","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"444","Scrape","4/04/2019","Hesperostipa comata","Hesperostipa comata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"445","Scrape","4/04/2019","Chenopodium murale","Chenopodium murale","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"446","Scrape","4/04/2019","Iva nevadensis","Iva nevadensis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"447","Scrape","4/04/2019","Ceanothus americanus","Ceanothus americanus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"448","Scrape","4/04/2019","Festuca subverticillata","Festuca subverticillata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"449","Scrape","4/04/2019","Carduus nutans","Carduus nutans","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"450","Scrape","4/04/2019","Elymus canadensis","Elymus canadensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"451","Scrape","4/04/2019","Morella pensylvanica","Morella pensylvanica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"452","Scrape","4/04/2019","Pteridium aquilinum","Pteridium aquilinum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"453","Scrape","4/04/2019","Catalpa speciosa","Catalpa speciosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"454","Scrape","4/04/2019","Sorbus decora","Sorbus decora","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"455","Scrape","4/04/2019","Quercus ellipsoidalis","Quercus ellipsoidalis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"456","Scrape","4/04/2019","Quercus rubra","Quercus rubra","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"457","Scrape","4/04/2019","Lindera benzoin","Lindera benzoin","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"458","Scrape","4/04/2019","Quercus alba","Quercus alba","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"459","Scrape","4/04/2019","Acer platanoides","Acer platanoides","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"460","Scrape","4/04/2019","Carya myristiciformis","Carya myristiciformis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"461","Scrape","4/04/2019","Monolepis nuttalliana","Monolepis nuttalliana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"462","Scrape","4/04/2019","Atriplex nuttallii","Atriplex nuttallii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"463","Scrape","4/04/2019","Chenopodium glaucum","Chenopodium glaucum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"464","Scrape","4/04/2019","Hydrangea quercifolia","Hydrangea quercifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"465","Scrape","4/04/2019","Avena sativa","Avena sativa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"466","Scrape","4/04/2019","Morella inodora","Morella inodora","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"467","Scrape","4/04/2019","Artemisia absinthium","Artemisia absinthium","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"468","Scrape","4/04/2019","Artemisia stelleriana","Artemisia stelleriana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"469","Scrape","4/04/2019","Olea europaea","Olea europaea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"470","Scrape","4/04/2019","Juniperus monosperma","Juniperus monosperma","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"471","Scrape","4/04/2019","Dactylis glomerata","Dactylis glomerata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"472","Scrape","4/04/2019","Fraxinus latifolia","Fraxinus latifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"473","Scrape","4/04/2019","Malus fusca","Malus fusca","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"474","Scrape","4/04/2019","Ceanothus sanguineus","Ceanothus sanguineus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"475","Scrape","4/04/2019","Quercus garryana","Quercus garryana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"476","Scrape","4/04/2019","Platycladus orientalis","Platycladus orientalis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"477","Scrape","4/04/2019","Maclura pomifera","Maclura pomifera","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"478","Scrape","4/04/2019","Carex cephalophora","Carex cephalophora","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"479","Scrape","4/04/2019","Quercus lyrata","Quercus lyrata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"480","Scrape","4/04/2019","Leucanthemum vulgare","Leucanthemum vulgare","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"481","Scrape","4/04/2019","Gymnanthes lucida","Gymnanthes lucida","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"482","Scrape","4/04/2019","Cornus nuttallii","Cornus nuttallii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"483","Scrape","4/04/2019","Toxicodendron diversilobum","Toxicodendron diversilobum","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"484","Scrape","4/04/2019","Artemisia campestris","Artemisia campestris","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"485","Scrape","4/04/2019","Artemisia packardiae","Artemisia packardiae","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"486","Scrape","4/04/2019","Suaeda calceoliformis","Suaeda calceoliformis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"487","Scrape","4/04/2019","Rumex altissimus","Rumex altissimus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"488","Scrape","4/04/2019","Plantago virginica","Plantago virginica","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"489","Scrape","4/04/2019","Amaranthus palmeri","Amaranthus palmeri","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"490","Scrape","4/04/2019","Hydrangea paniculata","Hydrangea paniculata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"491","Scrape","4/04/2019","Betula papyrifera","Betula papyrifera","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"492","Scrape","4/04/2019","Broussonetia papyrifera","Broussonetia papyrifera","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"493","Scrape","4/04/2019","Salix monticola","Salix monticola","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"494","Scrape","4/04/2019","Artemisia parryi","Artemisia parryi","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"495","Scrape","4/04/2019","Rumex patientia","Rumex patientia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"496","Scrape","4/04/2019","Artemisia pattersonii","Artemisia pattersonii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"497","Scrape","4/04/2019","Prunus persica","Prunus persica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"498","Scrape","4/04/2019","Salix amygdaloides","Salix amygdaloides","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"499","Scrape","4/04/2019","Crataegus calpodendron","Crataegus calpodendron","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"500","Scrape","4/04/2019","Acacia podalyriifolia","Acacia podalyriifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"501","Scrape","4/04/2019","Pennisetum glaucum","Pennisetum glaucum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"502","Scrape","4/04/2019","Carya illinoinensis","Carya illinoinensis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"503","Scrape","4/04/2019","Parietaria pensylvanica","Parietaria pensylvanica","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"504","Scrape","4/04/2019","Ambrosia psilostachya","Ambrosia psilostachya","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"505","Scrape","4/04/2019","Lolium perenne","Lolium perenne","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"506","Scrape","4/04/2019","Schinus molle","Schinus molle","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"507","Scrape","4/04/2019","Carya glabra","Carya glabra","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"508","Scrape","4/04/2019","Quercus palustris","Quercus palustris","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"509","Scrape","4/04/2019","Juniperus pinchotii","Juniperus pinchotii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"510","Scrape","4/04/2019","Calamagrostis rubescens","Calamagrostis rubescens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"511","Scrape","4/04/2019","Chenopodium berlandieri","Chenopodium berlandieri","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"512","Scrape","4/04/2019","Froelichia floridana","Froelichia floridana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"513","Scrape","4/04/2019","Planera aquatica","Planera aquatica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"514","Scrape","4/04/2019","Lolium temulentum","Lolium temulentum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"515","Scrape","4/04/2019","Salix laevigata","Salix laevigata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"516","Scrape","4/04/2019","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"517","Scrape","4/04/2019","Quercus stellata","Quercus stellata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"518","Scrape","4/04/2019","Atriplex powellii","Atriplex powellii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"519","Scrape","4/04/2019","Amphiachyris dracunculoides","Amphiachyris dracunculoides","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"520","Scrape","4/04/2019","Malus ioensis","Malus ioensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"521","Scrape","4/04/2019","Koeleria macrantha","Koeleria macrantha","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"522","Scrape","4/04/2019","Plantago elongata","Plantago elongata","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"523","Scrape","4/04/2019","Artemisia frigida","Artemisia frigida","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"524","Scrape","4/04/2019","Acacia angustissima","Acacia angustissima","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"525","Scrape","4/04/2019","Roystonea borinquena","Roystonea borinquena","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"526","Scrape","4/04/2019","Fraxinus profunda","Fraxinus profunda","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"527","Scrape","4/04/2019","Melaleuca quinquenervia","Melaleuca quinquenervia","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"528","Scrape","4/04/2019","Thalictrum dasycarpum","Thalictrum dasycarpum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"529","Scrape","4/04/2019","Salix purpurea","Salix purpurea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"530","Scrape","4/04/2019","Salix discolor","Salix discolor","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"531","Scrape","4/04/2019","Artemisia pygmaea","Artemisia pygmaea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"532","Scrape","4/04/2019","Atriplex lentiformis","Atriplex lentiformis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"533","Scrape","4/04/2019","Populus tremuloides","Populus tremuloides","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"534","Scrape","4/04/2019","Daucus carota","Daucus carota","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"535","Scrape","4/04/2019","Crataegus laevigata","Crataegus laevigata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"536","Scrape","4/04/2019","Trifolium arvense","Trifolium arvense","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"537","Scrape","4/04/2019","Iva ambrosiifolia","Iva ambrosiifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"538","Scrape","4/04/2019","Artemisia franserioides","Artemisia franserioides","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"539","Scrape","4/04/2019","Rosa multiflora","Rosa multiflora","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"540","Scrape","4/04/2019","Brassica rapa","Brassica rapa","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"541","Scrape","4/04/2019","Alnus rubra","Alnus rubra","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"542","Scrape","4/04/2019","Persea borbonia","Persea borbonia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"543","Scrape","4/04/2019","Trifolium pratense","Trifolium pratense","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"544","Scrape","4/04/2019","Festuca rubra","Festuca rubra","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"545","Scrape","4/04/2019","Acer rubrum","Acer rubrum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"546","Scrape","4/04/2019","Morus rubra","Morus rubra","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"547","Scrape","4/04/2019","Salicornia rubra","Salicornia rubra","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"548","Scrape","4/04/2019","Cercis canadensis","Cercis canadensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"549","Scrape","4/04/2019","Erythrina herbacea","Erythrina herbacea","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"550","Scrape","4/04/2019","Cornus sericea","Cornus sericea","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"551","Scrape","4/04/2019","Amaranthus retroflexus","Amaranthus retroflexus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"552","Scrape","4/04/2019","Plantago rhodosperma","Plantago rhodosperma","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"553","Scrape","4/04/2019","Artemisia scoparia","Artemisia scoparia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"554","Scrape","4/04/2019","Panicum rigidulum","Panicum rigidulum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"555","Scrape","4/04/2019","Plantago eriopoda","Plantago eriopoda","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"556","Scrape","4/04/2019","Phalaris arundinacea","Phalaris arundinacea","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"557","Scrape","4/04/2019","Chloris gayana","Chloris gayana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"558","Scrape","4/04/2019","Sabal mexicana","Sabal mexicana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"559","Scrape","4/04/2019","Ambrosia cheiranthifolia","Ambrosia cheiranthifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"560","Scrape","4/04/2019","Bromus rigidus","Bromus rigidus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"561","Scrape","4/04/2019","Betula nigra","Betula nigra","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"562","Scrape","4/04/2019","Eucalyptus camaldulensis","Eucalyptus camaldulensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"563","Scrape","4/04/2019","Casuarina cunninghamiana","Casuarina cunninghamiana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"564","Scrape","4/04/2019","Ulmus thomasii","Ulmus thomasii","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"565","Scrape","4/04/2019","Eriogonum sphaerocephalum","Eriogonum sphaerocephalum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"566","Scrape","4/04/2019","Juniperus scopulorum","Juniperus scopulorum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"567","Scrape","4/04/2019","Acer glabrum","Acer glabrum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"568","Scrape","4/04/2019","Artemisia pontica","Artemisia pontica","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"569","Scrape","4/04/2019","Spiraea splendens","Spiraea splendens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"570","Scrape","4/04/2019","Baccharis sarothroides","Baccharis sarothroides","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"571","Scrape","4/04/2019","Bouteloua rothrockii","Bouteloua rothrockii","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"572","Scrape","4/04/2019","Xanthium strumarium","Xanthium strumarium","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"573","Scrape","4/04/2019","Amaranthus tuberculatus","Amaranthus tuberculatus","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"574","Scrape","4/04/2019","Cornus drummondii","Cornus drummondii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"575","Scrape","4/04/2019","Poa trivialis","Poa trivialis","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"576","Scrape","4/04/2019","Cornus rugosa","Cornus rugosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"577","Scrape","4/04/2019","Amelanchier sanguinea","Amelanchier sanguinea","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"578","Scrape","4/04/2019","Ericameria nauseosa","Ericameria nauseosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"579","Scrape","4/04/2019","Rosa rugosa","Rosa rugosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"580","Scrape","4/04/2019","Lycopodium clavatum","Lycopodium clavatum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"581","Scrape","4/04/2019","Elaeagnus angustifolia","Elaeagnus angustifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"582","Scrape","4/04/2019","Axyris amaranthoides","Axyris amaranthoides","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"583","Scrape","4/04/2019","Salsola kali","Salsola kali","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"584","Scrape","4/04/2019","Bromus secalinus","Bromus secalinus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"585","Scrape","4/04/2019","Sanguisorba minor","Sanguisorba minor","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"586","Scrape","4/04/2019","Halogeton glomeratus","Halogeton glomeratus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"587","Scrape","4/04/2019","Schoenoplectus maritimus","Schoenoplectus maritimus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"588","Scrape","4/04/2019","Baccharis angustifolia","Baccharis angustifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"589","Scrape","4/04/2019","Ambrosia chenopodiifolia","Ambrosia chenopodiifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"590","Scrape","4/04/2019","Rumex hymenosepalus","Rumex hymenosepalus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"591","Scrape","4/04/2019","Carya pallida","Carya pallida","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"592","Scrape","4/04/2019","Plantago psyllium","Plantago psyllium","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"593","Scrape","4/04/2019","Amaranthus arenicola","Amaranthus arenicola","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"594","Scrape","4/04/2019","Amelanchier alnifolia","Amelanchier alnifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"595","Scrape","4/04/2019","Sassafras albidum","Sassafras albidum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"596","Scrape","4/04/2019","Salix pellita","Salix pellita","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"597","Scrape","4/04/2019","Serenoa repens","Serenoa repens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"598","Scrape","4/04/2019","Artemisia serrata","Artemisia serrata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"599","Scrape","4/04/2019","Artemisia rigida","Artemisia rigida","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"600","Scrape","4/04/2019","Quercus coccinea","Quercus coccinea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"601","Scrape","4/04/2019","Philadelphus inodorus","Philadelphus inodorus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"602","Scrape","4/04/2019","Cytisus scoparius","Cytisus scoparius","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"603","Scrape","4/04/2019","Salix scouleriana","Salix scouleriana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"604","Scrape","4/04/2019","Carya floridana","Carya floridana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"605","Scrape","4/04/2019","Beta vulgaris","Beta vulgaris","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"606","Scrape","4/04/2019","Iva imbricata","Iva imbricata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"607","Scrape","4/04/2019","Alnus maritima","Alnus maritima","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"608","Scrape","4/04/2019","Phoenix reclinata","Phoenix reclinata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"609","Scrape","4/04/2019","Ulmus serotina","Ulmus serotina","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"610","Scrape","4/04/2019","Salix sessilifolia","Salix sessilifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"611","Scrape","4/04/2019","Atriplex confertifolia","Atriplex confertifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"612","Scrape","4/04/2019","Carya ovata","Carya ovata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"613","Scrape","4/04/2019","Fraxinus uhdei","Fraxinus uhdei","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"614","Scrape","4/04/2019","Mimosa pudica","Mimosa pudica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"615","Scrape","4/04/2019","Festuca ovina","Festuca ovina","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"616","Scrape","4/04/2019","Carya laciniosa","Carya laciniosa","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"617","Scrape","4/04/2019","Quercus imbricaria","Quercus imbricaria","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"618","Scrape","4/04/2019","Salix lucida","Salix lucida","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"619","Scrape","4/04/2019","Corispermum nitidum","Corispermum nitidum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"620","Scrape","4/04/2019","Celtis pallida","Celtis pallida","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"621","Scrape","4/04/2019","Spiraea betulifolia","Spiraea betulifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"622","Scrape","4/04/2019","Baccharis brachyphylla","Baccharis brachyphylla","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"623","Scrape","4/04/2019","Quercus turbinella","Quercus turbinella","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"624","Scrape","4/04/2019","Suaeda moquinii","Suaeda moquinii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"625","Scrape","4/04/2019","Quercus shumardii","Quercus shumardii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"626","Scrape","4/04/2019","Malus baccata","Malus baccata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"627","Scrape","4/04/2019","Ulmus pumila","Ulmus pumila","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"628","Scrape","4/04/2019","Bouteloua curtipendula","Bouteloua curtipendula","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"629","Scrape","4/04/2019","Albizia julibrissin","Albizia julibrissin","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"630","Scrape","4/04/2019","Salix sericea","Salix sericea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"631","Scrape","4/04/2019","Ambrosia chamissonis","Ambrosia chamissonis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"632","Scrape","4/04/2019","Celosia argentea","Celosia argentea","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"633","Scrape","4/04/2019","Acer saccharinum","Acer saccharinum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
