"study","species","trait_name","value","trait_name_original","value_original","newspecies"
"Gardensonline","Phyllostachys vivax Aureocaulis","common_name","Golden Vivax","common_name","Golden Vivax, Golden Chinese Timber Bamboo",
"Gardensonline","Picea orientalis Aurea Spicata","common_name","Gold Tipped Oriental Spruce","common_name","Gold Tipped Oriental Spruce",
"Gardensonline","Pieris japonica Valley Rose","common_name","Pearl Flower","common_name","Pearl Flower, Andromeda, Lily Of The Valley Bush",
"Gardensonline","Pisum sativum Snap Pea","common_name","Sugar Pea","common_name","Sugar Pea, Snap Pea",
"Gardensonline","Pittosporum tenuifolium Compact Varieties","common_name","Pittosporum","common_name","Pittosporum",
"Gardensonline","Platanus Hybrida","common_name","London Plane Tree","common_name","London Plane Tree, London Plane",
"Gardensonline","Platanus Hispanica","common_name","London Plane Tree","common_name","London Plane Tree",
"Gardensonline","Platycaldus orientalis Aurea Nana","common_name","Golden Biota","common_name","Golden Biota, Dwarf Golden Oriental Thuja, Dwarf Oriental Arborvitae",
"Gardensonline","Platycladus orientalis Aurea Nana","common_name","Dwarf Golden Bookleaf Pine","common_name","Dwarf Golden Bookleaf Pine",
"Gardensonline","Plectranthus plepalila","common_name","Mona Lavender","common_name","Mona Lavender",
"Gardensonline","Plumbago auriculata Alba","common_name","White Plumbago","common_name","White Plumbago, Leadwort, Cape Plumbago",
"Gardensonline","Plumeria rubra Tricolour","common_name","Frangipani Tricolour","common_name","Frangipani Tricolour",
"Gardensonline","Populus nigra Italica","common_name","Lombardy Poplar","common_name","Lombardy Poplar, Black Poplar",
"Gardensonline","Primula candelabra","common_name","Candelabra Primrose","common_name","Candelabra Primrose",
"Gardensonline","Primula Polyanthus Group","common_name","Polyanthus","common_name","Polyanthus, Primrose",
"Gardensonline","Protea Clarks Red","common_name","Clarks Red Protea","common_name","Clarks Red Protea",
"Gardensonline","Protea Pink Ice","common_name","Pink Ice Protea","common_name","Pink Ice Protea",
"Gardensonline","Protea Venus","common_name","Venus Protea","common_name","Venus Protea",
"Gardensonline","Prunus cerasifera Nigra","common_name","Purple Leafed Plum","common_name","Purple Leafed Plum, Black Cherry Plum",
"Gardensonline","Pyrus Pyrifolia","common_name","Nashi Pear","common_name","Nashi Pear, Chinese Pear, Japanese Pear, Sand Pear",
"Gardensonline","Pyrus communis Beurre Bosc","common_name","Beurre Bosc Pear","common_name","Beurre Bosc Pear",
"Gardensonline","Pyrus communis Josephine","common_name","Josephine Pear","common_name","Josephine Pear",
"Gardensonline","Rhaphiolepis Springtime","common_name","Springtime Hawthorn","common_name","Springtime Hawthorn",
"Gardensonline","Rhaphiolepis delacouri indica Apple Blossom","common_name","Apple Blossom Hawthorn","common_name","Apple Blossom Hawthorn",
"Gardensonline","Rhododendron Encore Series","common_name","Azalea evergreen","common_name","Azalea evergreen",
"Gardensonline","Rhododendron","common_name","Rhododendron","common_name","Rhododendron",
"Gardensonline","Rhododendron Indica","common_name","Azalea evergreen","common_name","Azalea evergreen",
"Gardensonline","Rhododendron Kaempferi","common_name","Azalea Evergreen","common_name","Azalea Evergreen",
"Gardensonline","Rhododendron Knaphill Exbury Ilam","common_name","Azalea deciduous","common_name","Azalea deciduous",
"Gardensonline","Rhododendron Satsuki","common_name","Azalea Evergreen","common_name","Azalea Evergreen",
"Gardensonline","Rhodohypoxis","common_name","Rose Grass","common_name","Rose Grass, Star Grass",
"Gardensonline","Ribes c3U0097 nidigrolaria","common_name","Jostaberry","common_name","Jostaberry",
"Gardensonline","Ribes Rubrum","common_name","Redcurrant","common_name","Redcurrant",
"Gardensonline","Rosa Climbing and Rambler Group Modern hybrid","common_name","Climbing Rose","common_name","Climbing Rose, Rambling Rose",
"Gardensonline","Rosa David Austin Modern hybrid","common_name","English Rose","common_name","English Rose, David Austin Rose, Shrub Rose",
"Gardensonline","Rosa Delbard Modern hybrid","common_name","Delbard Roses","common_name","Delbard Roses",
"Gardensonline","Rosa Floribunda Group Modern hybrid","common_name","Cluster Roses","common_name","Cluster Roses, Floribunda Roses",
"Gardensonline","Rosa Grandiflora Group Modern hybrid","common_name","Grandiflora Roses","common_name","Grandiflora Roses",
"Gardensonline","Rosa Groundcover Group Modern hybrid","common_name","Groundcover Roses","common_name","Groundcover Roses",
"Gardensonline","Rosa Hybrid Tea Group Modern hybrid","common_name","Hybrid Tea Rose","common_name","Hybrid Tea Rose",
"Gardensonline","Rosa Miniature Group Modern hybrid","common_name","Miniature Roses","common_name","Miniature Roses",
"Gardensonline","Rosa Polyantha Group Modern hybrid","common_name","Polyantha Rose","common_name","Polyantha Rose",
"Gardensonline","Rosa Alba Old Garden hybrid","common_name","Alba Roses","common_name","Alba Roses, The White Rose of York",
"Gardensonline","Rosa Bourbon Old Garden hybrid","common_name","Bourbon Roses","common_name","Bourbon Roses",
"Gardensonline","Rosa Chinensis Old Garden hybrid","common_name","China Rose","common_name","China Rose",
"Gardensonline","Rosa Damascena Old Garden hybrid","common_name","Damask Rose","common_name","Damask Rose",
"Gardensonline","Rosa Gallica Old Garden hybrid","common_name","Apothecary<e2><U+0080><U+0099>s Rose","common_name","Apothecary<e2><U+0080><U+0099>s Rose, Red Rose of Lancaster, French Rose, Rose of Lavins",
"Gardensonline","Rosa Noisettianna Lamarque","common_name","Lamarque Rose","common_name","Lamarque Rose",
"Gardensonline","Rosa banksiae Lutea","common_name","Banks' Rose","common_name","Banks' Rose, Double Yellow Banksian Rose",
"Gardensonline","Rosmarinus officinalis Prostratus","common_name","Groundcover Rosemary","common_name","Groundcover Rosemary",
"Gardensonline","Rubus Idaeus","common_name","Raspberry","common_name","Raspberry, Red Raspberry",
"Gardensonline","Rudbeckia","common_name","Gloriosa Daisy","common_name","Gloriosa Daisy, Cone Flower, Marmalade Daisy, Black-Eyed Susan",
"Gardensonline","Sagina subulata Aurea","common_name","Irish Moss","common_name","Irish Moss, Scotch Moss, Pearlwort",
"Gardensonline","Salix matsudana Tortuosa","common_name","Tortured Willow","common_name","Tortured Willow, Corkscrew Willow",
"Gardensonline","Santolina Virens","common_name","Green Lavender Cotton","common_name","Green Lavender Cotton, Green Santolina",
"Gardensonline","Sarracenia","common_name","Pitcher Plant","common_name","Pitcher Plant",
"Gardensonline","Saxifraga Apple Blossom","common_name","Apple Blossom Saxifrage","common_name","Apple Blossom Saxifrage",
"Gardensonline","Schefflera Amate","common_name","Umbrella Tree","common_name","Umbrella Tree, Octopus Tree, Australian Ivy Palm",
"Gardensonline","Schlumbergera spp","common_name","Christmas Cactus","common_name","Christmas Cactus, Winter Cactus, Hummingbird Flower, Crab cactus",
"Gardensonline","Sciilla mischtschenkoana Tubergiana","common_name","Squill 'Tubergeniana'","common_name","Squill 'Tubergeniana', White Squill",
"Gardensonline","Sedum spectabile Autumn Joy","common_name","Autumn Joy Sedum","common_name","Autumn Joy Sedum",
"Gardensonline","Sedum Herbstfreude","common_name","Stonecrop 'Herbstfreude'","common_name","Stonecrop 'Herbstfreude'",
"Gardensonline","Sempervivum species ands","common_name","Houseleek","common_name","Houseleek, Cobwed Housleek",
"Gardensonline","Silene vulgaris subsp","common_name","Catchfly","common_name","Catchfly, Bladder Campion, Maidenstears",
"Gardensonline","Sisyrinchium Angustifolium","common_name","Stout Blue-Eyed Grass","common_name","Stout Blue-Eyed Grass, Blue-Eyed Grass",
"Gardensonline","Spathiphyllum Sensation","common_name","Peace Lily","common_name","Peace Lily, Madonna Lily",
"Gardensonline","Spiraea cantoniensis Lanceata","common_name","Double White May","common_name","Double White May, Reeves' Spiraea",
"Gardensonline","Spiraea prunifolia Plena","common_name","Spiraea Plena","common_name","Spiraea Plena",
"Gardensonline","Streptocarpus","common_name","Cape Primose","common_name","Cape Primose",
"Gardensonline","Sycopsis Sinensis","common_name","Chinese Fighazel","common_name","Chinese Fighazel",
"Gardensonline","Symphytum Officinale","common_name","Comfrey","common_name","Comfrey, Knitbone, Boneset",
"Gardensonline","Syzygium","common_name","Lilly Pilly","common_name","Lilly Pilly",
"Gardensonline","Syzygium","common_name","Small Leafed Lilly Pilly","common_name","Small Leafed Lilly Pilly",
"Gardensonline","Taxodium distichum Cascade Falls","common_name","Weeping Bald Cypress","common_name","Weeping Bald Cypress",
"Gardensonline","Tecomaria capensis Aurea","common_name","Yellow Cape Honeysuckle","common_name","Yellow Cape Honeysuckle",
"Gardensonline","Thuja plicata Zebrina","common_name","Zebrina Thuya","common_name","Zebrina Thuya, Western Red Cedar 'Zebrina'",
"Gardensonline","Thymus praecox pseudolanuginosus","common_name","Wooly Thyme","common_name","Wooly Thyme",
"Gardensonline","Tillandsia Houston","common_name","Tillandsia Houston","common_name","Tillandsia Houston",
"Gardensonline","Tillandsia","common_name","Air Plant","common_name","Air Plant",
"Gardensonline","Tradescantia Pallida","common_name","Spiderwort","common_name","Spiderwort, Purple Heart, Purple Queen",
"Gardensonline","Tulipa Darwin","common_name","Darwin Tulip","common_name","Darwin Tulip",
"Gardensonline","Tulipa Double Early","common_name","Double Early Tulip","common_name","Double Early Tulip",
"Gardensonline","Tulipa Double Late","common_name","Double Late Tulips","common_name","Double Late Tulips",
"Gardensonline","Tulipa Fosteriana hybrid","common_name","Emperor Tulips","common_name","Emperor Tulips",
"Gardensonline","Tulipa Fringed","common_name","Fringed Tulips","common_name","Fringed Tulips",
"Gardensonline","Tulipa Lilly Flowered","common_name","Lilly Flowered Tulips","common_name","Lilly Flowered Tulips",
"Gardensonline","Tulipa Parrot","common_name","Parrot Tulip","common_name","Parrot Tulip",
"Gardensonline","Tulipa Single Early","common_name","Single Early Tulips","common_name","Single Early Tulips",
"Gardensonline","Tulipa Single Late","common_name","Single Late Tulips","common_name","Single Late Tulips",
"Gardensonline","Tulipa Triumph","common_name","Triumph Tulips","common_name","Triumph Tulips",
"Gardensonline","Tulipa","common_name","Tulips","common_name","Tulips, Turban Flower",
"Gardensonline","Vanda","common_name","Vanda Orchid","common_name","Vanda Orchid",
"Gardensonline","Verbena tapien","common_name","Tapien Verbena","common_name","Tapien Verbena, Rose Vervain",
"Gardensonline","Verbena peruviana Violet Suprise","common_name","Peruvian Verbena","common_name","Peruvian Verbena, Vervain",
"Gardensonline","Viburnum Emerald Triumph","common_name","Viburnum","common_name","Viburnum, Guelder Rose",
"Gardensonline","Vriesea","common_name","Painted Sword","common_name","Painted Sword, Painted Feather, Vriesea",
"Gardensonline","Wisteria","common_name","Wisteria","common_name","Wisteria",
"Gardensonline","x Citrofortunella microcarpa","common_name","Calamondin Orange","common_name","Calamondin Orange, Orange Panama",
"Gardensonline","Zantedeschia","common_name","Arum Lily","common_name","Arum Lily, Calla Lily",
"Gardensonline","Zingiber niveum Milky Way","common_name","Ginger Milky Way","common_name","Ginger Milky Way",
"Gardensonline","Zygopetalum","common_name","Zygopetalum Orchid","common_name","Zygopetalum Orchid",
"Gardensonline","Abutilon Boule de Neige","common_name","Flowering Maple","common_name","Chinese Lantern, Flowering Maple, Chinese Bellflower",
"Gardensonline","Acacia howitii dwarf and prostrate forms","common_name","Sticky Wattle prostrate form","common_name","Sticky Wattle dwarf, Sticky Wattle prostrate form",
"Gardensonline","Acacia cognata Dwarf variants","common_name","'Bower Beauty' Wattle","common_name","'Limelight' Wattle, 'Bower Beauty' Wattle, 'Green Mist' Wattle",
"Gardensonline","Acaena saccaticupula Blue Haze","common_name","Bidibidi","common_name","New Zealand Burr, Bidibidi, Pirri-Pirri",
"Gardensonline","Acer palmatum Dissectum","common_name","Cut Leaf","common_name","Japanese Maple, Cut Leaf, Green Leaf",
"Gardensonline","Adiantum trapeziforme Silver Dollar","common_name","Giant Maidenhair Fern","common_name","Silver Dollar Fern, Giant Maidenhair Fern",
"Gardensonline","Agapanthus praecox Alba","common_name","White African Lily","common_name","White Agapanthus, White African Lily",
"Gardensonline","Agapanthus praecox Minimus","common_name","Lily of the Nile","common_name","Dwarf African Lilly, Lily of the Nile",
"Gardensonline","Ajuga reptans Alba","common_name","Carpet Bugle","common_name","White  Bugle, Carpet Bugle, Common Bugle, European Bugle",
"Gardensonline","Ajuga reptans Blue","common_name","Carpet Bugle","common_name","Blue Bugle, Carpet Bugle, Common Bugle, European Bugle",
"Gardensonline","Ajuga reptans Fioritura","common_name","Fioritura Bugle","common_name","Blue Bugle, Fioritura Bugle",
"Gardensonline","Albizia julibrissin Rosea","common_name","Red Mimosa","common_name","Pink Silk Tree, Red Mimosa, Pink Mimosa, Persian Silk Tree",
"Gardensonline","Alcantarea Imperialis","common_name","Imperial Bromeliad","common_name","Empress of Brazil, Imperial Bromeliad",
"Gardensonline","Alnus glutinosa Laciniata","common_name","Cut Leafed Common Alder","common_name","Lace Leaf  Alder, Cut Leafed Common Alder, Cutleaf European Alder",
"Gardensonline","Alstroemeria","common_name","Princess Lily","common_name","Alstroemeria, Princess Lily, Peruvian Lily",
"Gardensonline","Alstroemeria hybrida","common_name","Dwarf Princess Lily","common_name","Dwarf Alstromeria, Dwarf Princess Lily, Dwarf Peruvian Lily",
"Gardensonline","Andromeda polifolia Compacta","common_name","Marsh Andromeda","common_name","Pink Bog Rosemary, Marsh Andromeda",
"Gardensonline","Angelonia angustifolia Angel Mist Purple Stripe","common_name","Purple Stripe Angel Mist","common_name","Angel Mist, Purple Stripe Angel Mist, Grannies Bonnet",
"Gardensonline","Anthurium","common_name","Flamingo Flower","common_name","Anthurium, Flamingo Flower",
"Gardensonline","Araucaria Cunninghamii","common_name","Moreton Bay Pine","common_name","Hoop Pine, Moreton Bay Pine",
"Gardensonline","Arctotis","common_name","African Daisy","common_name","Aurora Daisy, African Daisy",
"Gardensonline","Aristea ensifolia Blue Brilliant","common_name","Blue Brilliant","common_name","Blue Stars, Blue Brilliant",
"Gardensonline","Artemisia Powis Castle","common_name","Absinthe","common_name","Powis Castle Wormwood, Absinthe",
"Gardensonline","Asparagus densiflora Sprengeri","common_name","Asparagus Fern","common_name","Sprenger Asparagus, Asparagus Fern",
"Gardensonline","Banksia paludosa dwarf selection","common_name","Dwarf Swamp Banksia","common_name","Banksia Little Pal, Dwarf Swamp Banksia",
"Gardensonline","Bergenia Abendglut","common_name","Elephant's Ears","common_name","Bergenia 'Evening Glow', Elephant's Ears",
"Gardensonline","Brassica oleracea Lacinato","common_name","Lacinato Kale","common_name","Tuscan Kale, Lacinato Kale, Dinosaur Kale, Black Tuscan Kale",
"Gardensonline","Buxus sempervirens Variegata","common_name","Variegated European Box","common_name","Variegated Box, Variegated European Box, Variegated Common Box",
"Gardensonline","Calibrachoa hybrida","common_name","Superbells","common_name","Million Bells, Superbells",
"Gardensonline","Canna generalis Pretoria","common_name","Canna Lily Variegated","common_name","Bengal Tiger Lily, Canna Lily Variegated",
"Gardensonline","Capsicum annum Banana Cultivars","common_name","Yellow Wax Pepper","common_name","Banana Peppers, Yellow Wax Pepper, Hungarian Wax Chilli, Banana Chilli",
"Gardensonline","Ceanothus Diamond Heights","common_name","Groundcover Ceanothus","common_name","Variegated Ceanothus, Groundcover Ceanothus",
"Gardensonline","Ceanothus Yankee Point","common_name","Californian Lilac","common_name","Yankee Point Ceanothus, Californian Lilac",
"Gardensonline","Chamaecyparis lawsoniana Alumii","common_name","Alumii Cedar","common_name","Alumii Cypress, Alumii Cedar",
"Gardensonline","Chamaecyparis obtusa Crippsii","common_name","Hinoki Cypress","common_name","False Cypress, Hinoki Cypress",
"Gardensonline","Cichorium intybus Palla Rossa","common_name","Italian Chicory","common_name","Radicchio, Italian Chicory",
"Gardensonline","Citrus aurantium Myrtifolia","common_name","Chinoise","common_name","Chinotto, Chinoise",
"Gardensonline","Clivia miniata Yellow","common_name","Yellow Clivia","common_name","Yellow Kafir Lily, Yellow Clivia",
"Gardensonline","Coleonema pulchellum Aurea","common_name","Confetti Bush","common_name","Golden Diosma, Confetti Bush",
"Gardensonline","Coleonema pulchellum Compactum","common_name","Dwarf Pink Breath of Heaven","common_name","Dwarf Pink Diosma, Dwarf Pink Breath of Heaven",
"Gardensonline","Coleonema pulchellum Rubrum","common_name","Red Breath of Heaven","common_name","Red Diosma, Red Breath of Heaven",
"Gardensonline","Convolvulus sabatius Mauritanicus","common_name","Bindweed","common_name","Ground Morning Glory, Bindweed, Moroccan Glory Vine, African Bindweed",
"Gardensonline","Corymbia Cultivars","common_name","Summer Red","common_name","Summer Beauty, Summer Red, Fairy Floss, Baby Orange",
"Gardensonline","Crocosmia Citronella","common_name","Crocosmia Golden Fleece","common_name","Crocosmia Citronella, Crocosmia Golden Fleece, Monbretia",
"Gardensonline","Cucumis melo Cantalupensis Group","common_name","Cantaloupe","common_name","Rockmelon, Cantaloupe",
"Gardensonline","Cucumis melo Inodorus","common_name","Muskmelon","common_name","Honeydew melon, Muskmelon",
"Gardensonline","Cucurbita maxima Kabocha","common_name","Kabocha Squash","common_name","Japanese Pumpkin, Kabocha Squash",
"Gardensonline","Cupressus sempervirens Stricta","common_name","Columnar Mediterranean Cypress","common_name","Pencil Pine, Columnar Mediterranean Cypress, Columnar Italian Cypress",
"Gardensonline","Cyphomandra","common_name","Tree Tomato","common_name","Tamarillo, Tree Tomato",
"Gardensonline","Dianthus","common_name","Sweet William","common_name","Garden Pinks, Sweet William",
"Gardensonline","Dianthus Allwoodii","common_name","Cottage Pinks","common_name","Alpinus Pink, Cottage Pinks",
"Gardensonline","Dimorphotheca","common_name","Cape Marigold","common_name","African Daisy, Cape Marigold, Namaqualand Daisy",
"Gardensonline","Dodonaea viscosa Purpurea","common_name","Purple Aka Ake (NZ)","common_name","Hop Bush, Purple Aka Ake (NZ)",
"Gardensonline","Duranta repens Geisha Girl","common_name","Golden Dewdrop","common_name","Geisha Girl, Golden Dewdrop, Pigeon Berry, Sky Flower",
"Gardensonline","Enkianthus Campanulatus","common_name","Furin-Tsutsuji","common_name","Red Vein Enkianthus, Furin-Tsutsuji",
"Gardensonline","Epimedium","common_name","Bishop's Mire","common_name","Barrenwort, Bishop's Mire",
"Gardensonline","Eremurus","common_name","Foxtail Lily","common_name","Desert Candle, Foxtail Lily",
"Gardensonline","Erica cinerea aureifolia Golden Drop","common_name","Scotch Heather","common_name","Twisted Heather, Scotch Heather, Bell Heather",
"Gardensonline","Escallonia rubra Macrantha","common_name","Kiss Me Over The Garden Gate","common_name","Escallonia, Kiss Me Over The Garden Gate",
"Gardensonline","Eucalyptus caesia Magna","common_name","Silver Princess","common_name","Gungurru, Silver Princess",
"Gardensonline","Fagus sylvatica Purpurea","common_name","European Beech","common_name","Copper Beech, European Beech, Purple Leaf Beach",
"Gardensonline","Ficus carica Black Genoa","common_name","Common Fig","common_name","Black Genoa Fig, Common Fig",
"Gardensonline","Fortunella japonica Marumi","common_name","Marumi Kumquat","common_name","Cumquat, Marumi Kumquat",
"Gardensonline","Fraxinus excelsior Aurea","common_name","Common Ash","common_name","Golden Ash, Common Ash, European Yellow Ash",
"Gardensonline","Fraxinus excelsior Pendula","common_name","Weeping Common Ash","common_name","Weeping Ash, Weeping Common Ash, Weeping European Ash",
"Gardensonline","Gardenia augusta Magnifica","common_name","Cape Jasmine","common_name","Gardenia Magnifica, Cape Jasmine",
"Gardensonline","Gladiolus Grandiflorus","common_name","Sword Lily","common_name","Gladioli, Sword Lily",
"Gardensonline","Guzmania Lingulata","common_name","Vase Plant","common_name","Bromeliad Guzmania, Vase Plant",
"Gardensonline","Gymnocalycium mihanovichii Red Head","common_name","Chin Cactus","common_name","Plaid Cactus, Chin Cactus",
"Gardensonline","Hebe Inspiration","common_name","Veronica","common_name","Inspiration  Hebe, Veronica",
"Gardensonline","Helenium Rubinzwerg","common_name","Helen's Flower","common_name","Sneezeweed Ruby Dwarf, Helen's Flower",
"Gardensonline","Helleborus argutifolius sny Hlividus subsp Corsicus","common_name","Hellebore","common_name","Corsican Hellebore, Hellebore",
"Gardensonline","Heuchera","common_name","Alum Root","common_name","Coral Bells, Alum Root, Rock Geranium",
"Gardensonline","Heuchera micrantha diversifolia Palace Purple","common_name","Coral Bells","common_name","Arum Root, Coral Bells",
"Gardensonline","Hippeastrum","common_name","Amaryllis","common_name","Barbardos Lily, Amaryllis, Fire Lily",
"Gardensonline","Hosta Large Cultivars","common_name","Plantain Lily","common_name","Hosta, Plantain Lily, Giboshi",
"Gardensonline","Hosta Medium Cultivars","common_name","Plantain Lily","common_name","Hosta, Plantain Lily, Giboshi",
"Gardensonline","Hosta Small Cultivars","common_name","Plantain Lily","common_name","Hosta, Plantain Lily, Giboshi",
"Gardensonline","Hypericum patulum Hidcote","common_name","Hypericum","common_name","Hidcote Hypericum, Hypericum",
"Gardensonline","Ilex crenata Helleri","common_name","Box-leaved Holly","common_name","Dwarf Japanese Holly, Box-leaved Holly",
"Gardensonline","Iresine lindenii Formosa","common_name","Formosa Bloodleaf","common_name","Yellow Bloodleaf, Formosa Bloodleaf",
"Gardensonline","Ixora coccinea Maui Sunset","common_name","Jungle Geranium","common_name","Maui Sunset Ixora, Jungle Geranium",
"Gardensonline","Juniperus pfitzeriana Carberry Gold","common_name","Juniper","common_name","Golden Pfitzer, Juniper",
"Gardensonline","Juniperus communis Compressa","common_name","Dwarf Common Juniper","common_name","Dwarf Juniper, Dwarf Common Juniper",
"Gardensonline","Juniperus procumbens Nana","common_name","Dwarf Japanese Juniper","common_name","Bonin Island Juniper, Dwarf Japanese Juniper",
"Gardensonline","Laburnum waterii Vossii","common_name","Golden Chain Tree","common_name","Waterer laburnum, Golden Chain Tree, Golden Rain",
"Gardensonline","Lagerstroemia indica fauriei Acoma","common_name","White Crepe Myrtle","common_name","Crepe Myrtle Acoma, White Crepe Myrtle",
"Gardensonline","Lantana camara Cultivars","common_name","Shrub Verbena","common_name","Common Lantana, Shrub Verbena",
"Gardensonline","Lapageria Rosea","common_name","Copihue","common_name","Chilean Bellflower, Copihue",
"Gardensonline","Lavandula pedunculata subsp pedunculata Sensation TM","common_name","French Lavender","common_name","Butterfly Lavender, French Lavender",
"Gardensonline","Lechenaultia biloba Electric Blue","common_name","Floor of the Sky","common_name","Blue Lechenaultia, Floor of the Sky",
"Gardensonline","Leptospermum Little Bun","common_name","Tantoon","common_name","Little Bun, Tantoon",
"Gardensonline","Murraya paniculata Min A Min","common_name","Dwarf Mock Orange","common_name","DwarfOrange Jessamine, Dwarf Mock Orange, Dwarf Cosmetic Bark Tree",
"Gardensonline","Nandina domestica Nana","common_name","Dwarf Heavenly Bamboo","common_name","Dwarf Sacred Bamboo, Dwarf Heavenly Bamboo",
"Gardensonline","Narcissus cyclamineus Tete A Tete","common_name","Dwarf Daffodil","common_name","Daffodil Tete a Tete, Dwarf Daffodil",
"Gardensonline","Nepeta Cataria","common_name","Catswort","common_name","Catnip, Catswort",
"Gardensonline","Oncidium","common_name","Dancing Lady Orchid","common_name","Oncidium Orchids, Dancing Lady Orchid, Dancing Doll Orchid",
"Gardensonline","Osteospermums","common_name","Sailorboy Daisy","common_name","Star of the Veldt, Sailorboy Daisy, Blue and White Daisybush, Cape Daisy",
"Gardensonline","Pelargonium Ivy Leaf","common_name","Ivy leaf Geranium","common_name","Ivy leaf Pelargonium, Ivy leaf Geranium",
"Gardensonline","Pelargonium Angel","common_name","Angel Geranium","common_name","Angel Pelargoniums, Angel Geranium",
"Gardensonline","Pelargonium Regal","common_name","Regal Geranium","common_name","Regal Pelargonium, Regal Geranium",
"Gardensonline","Pelargonium Scented Leafed","common_name","Scented Leafed Geranium","common_name","Scented Leafed Pelargonium, Scented Leafed Geranium",
"Gardensonline","Pelargonium Stellar","common_name","Stellar Geranium","common_name","Stellar Pelargoniums, Stellar Geranium",
"Gardensonline","Pelargonium Unique","common_name","Unique Geranium","common_name","Unique Pelargonium, Unique Geranium",
"Gardensonline","Pelargonium Zonal","common_name","Zonal Geranium","common_name","Zonal Pelargonium, Zonal Geranium",
"Gardensonline","Penstemon","common_name","Border Penstemon","common_name","Beard Tongue, Border Penstemon",
"Gardensonline","Pericallis","common_name","Senecio","common_name","Pericallis, Senecio, Cineraria",
"Gardensonline","Perilla Magilla","common_name","Magilla Perilla","common_name","Beefsteak Plant, Magilla Perilla",
"Gardensonline","Phaseolus vulgaris Borlotti Bean","common_name","Roman Bean","common_name","Borlotti Bean, Roman Bean, Shell bean, Cranberry Bean",
"Gardensonline","Philotheca buxifolia Cascade of Stars","common_name","Eriostemon Cascade of Stars","common_name","Cascade of Stars Waxflower, Eriostemon Cascade of Stars, Box-Leaf Waxflower",
"Gardensonline","Phyllostachys vivax Aureocaulis","common_name","Golden Chinese Timber Bamboo","common_name","Golden Vivax, Golden Chinese Timber Bamboo",
"Gardensonline","Pieris japonica Valley Rose","common_name","Andromeda","common_name","Pearl Flower, Andromeda, Lily Of The Valley Bush",
"Gardensonline","Pisum sativum Snap Pea","common_name","Snap Pea","common_name","Sugar Pea, Snap Pea",
"Gardensonline","Platanus Hybrida","common_name","London Plane","common_name","London Plane Tree, London Plane",
"Gardensonline","Platycaldus orientalis Aurea Nana","common_name","Dwarf Golden Oriental Thuja","common_name","Golden Biota, Dwarf Golden Oriental Thuja, Dwarf Oriental Arborvitae",
"Gardensonline","Plumbago auriculata Alba","common_name","Leadwort","common_name","White Plumbago, Leadwort, Cape Plumbago",
"Gardensonline","Populus nigra Italica","common_name","Black Poplar","common_name","Lombardy Poplar, Black Poplar",
"Gardensonline","Primula Polyanthus Group","common_name","Primrose","common_name","Polyanthus, Primrose",
"Gardensonline","Prunus cerasifera Nigra","common_name","Black Cherry Plum","common_name","Purple Leafed Plum, Black Cherry Plum",
"Gardensonline","Pyrus Pyrifolia","common_name","Chinese Pear","common_name","Nashi Pear, Chinese Pear, Japanese Pear, Sand Pear",
"Gardensonline","Rhodohypoxis","common_name","Star Grass","common_name","Rose Grass, Star Grass",
"Gardensonline","Rosa Climbing and Rambler Group Modern hybrid","common_name","Rambling Rose","common_name","Climbing Rose, Rambling Rose",
"Gardensonline","Rosa David Austin Modern hybrid","common_name","David Austin Rose","common_name","English Rose, David Austin Rose, Shrub Rose",
"Gardensonline","Rosa Floribunda Group Modern hybrid","common_name","Floribunda Roses","common_name","Cluster Roses, Floribunda Roses",
"Gardensonline","Rosa Alba Old Garden hybrid","common_name","The White Rose of York","common_name","Alba Roses, The White Rose of York",
"Gardensonline","Rosa Gallica Old Garden hybrid","common_name","Red Rose of Lancaster","common_name","Apothecary<e2><U+0080><U+0099>s Rose, Red Rose of Lancaster, French Rose, Rose of Lavins",
"Gardensonline","Rosa banksiae Lutea","common_name","Double Yellow Banksian Rose","common_name","Banks' Rose, Double Yellow Banksian Rose",
"Gardensonline","Rubus Idaeus","common_name","Red Raspberry","common_name","Raspberry, Red Raspberry",
"Gardensonline","Rudbeckia","common_name","Cone Flower","common_name","Gloriosa Daisy, Cone Flower, Marmalade Daisy, Black-Eyed Susan",
"Gardensonline","Sagina subulata Aurea","common_name","Scotch Moss","common_name","Irish Moss, Scotch Moss, Pearlwort",
"Gardensonline","Salix matsudana Tortuosa","common_name","Corkscrew Willow","common_name","Tortured Willow, Corkscrew Willow",
"Gardensonline","Santolina Virens","common_name","Green Santolina","common_name","Green Lavender Cotton, Green Santolina",
"Gardensonline","Schefflera Amate","common_name","Octopus Tree","common_name","Umbrella Tree, Octopus Tree, Australian Ivy Palm",
"Gardensonline","Schlumbergera spp","common_name","Winter Cactus","common_name","Christmas Cactus, Winter Cactus, Hummingbird Flower, Crab cactus",
"Gardensonline","Sciilla mischtschenkoana Tubergiana","common_name","White Squill","common_name","Squill 'Tubergeniana', White Squill",
"Gardensonline","Sempervivum species ands","common_name","Cobwed Housleek","common_name","Houseleek, Cobwed Housleek",
"Gardensonline","Silene vulgaris subsp","common_name","Bladder Campion","common_name","Catchfly, Bladder Campion, Maidenstears",
"Gardensonline","Sisyrinchium Angustifolium","common_name","Blue-Eyed Grass","common_name","Stout Blue-Eyed Grass, Blue-Eyed Grass",
